AverageFactor	Abramis brama	Alburnoides bipunctatus	Alburnus alburnus 	Anguilla anguilla	Aspius aspius	Ballerus sapa 	Barbatula barbatula	Barbus barbus	Blicca bjoerkna	Carassius carassius	Carassius gibelio	Chalcalburnus chalcoides mento	Chondrostoma nasus	Cottus gobio	Cyprinus carpio	Esox  lucius	Eudontomyzon vladykovi	Gasterosteus aculeatus	Gobio gobio	Gymnocephalus baloni	Gymnocephalus cernua	Gymnocephalus schraetser	Hucho hucho	Ictalurus spp   ? 10  	Lampetra planeri	Lepomis gibbosus  ? 20  	Leucaspius delineatus  ? 10  	Leuciscus idus	Leuciscus leuciscus	Lota lota	Misgurnus fossilis	Neogobius melanostomus	Oncorhynchus mykiss	Perca fluviatilis	Phoxinus phoxinus	Ponticola kessleri	Proterorhinus semilunaris	Pseudorasbora parva 	Rhodeus amarus	Romanogobio uranoscopus	Romanogobio vladykovi	Rutilus rutilus	Rutilus virgo	Salmo trutta  lacustris	Salmo trutta fario	Salvelinus fontinalis	Sander lucioperca	Scardinius erythrophthalmus	Silurus glanis	Squalius cephalus	Telestes souffia	Thymallus thymallus	Tinca tinca	Vimba vimba	Zingel streber	Zingel zingel
Friedberger Ach.105452	0	32,66666667	1	0,666666666	0	0	0	11,66666667	0	0	0	0	0	0	0	4,999999999	0	0	19,33333333	0	0	0	0	0	0	0	0	0	13,66666667	0	0	0	0	0	0	0	0	0	0	0	0	2,666666667	0	0	0	0	0	0	0	29,33333333	0	0	0	0	0	0
Frombach.4751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,5	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0
Frombach.4751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,5	0	0	0	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0
Gaißa.11772	0,117647059	46,47058824	55,41176471	0	0	0	10,23529412	0,352941176	0	0	0	0	3,176470588	3,176470588	0	0,470588235	0	0	15,52941176	0	0	0	0	0	0	0	0	0	9,176470588	0	0	0	0	0,117647059	0	0	0	0,117647059	0	0	0	11,64705882	0	0	0,117647059	0	0	0	0	7,529411765	0	0	0	0	0	0
Gänsbach.103121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,5	0	0	1,5	0	0	0	0	0	0	0	0	0	0	0
Gänsbach.103121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Geltnach.31670	0	0	0	0	0	0	178,5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4,5	0	0	0	0	0	0
Geltnach.31670	0	0	0	0	0	0	1,6	0	0	0	0	0	0	0	0	5,2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,8	0	0	0	0	0	0	0	4,6	0	0	1,2	0	0	0	0	34,4	0	0	0	0	0	0
Geltnach.31670	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4,5	10,5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Gennach.105482	0	0	0	0	0	0	24,5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	11,5	0	1	0	0	0	0
Gennach.105482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62,8318584	0	0	0	0	0,442477876	0	0	0	0	0	0
Gfällach.10958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,5	0	0	0	0	0	0	0	0	0	0	0	17,5	0	0	0	0	0	0	0	0	0	0	0
Gfällach.10958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0
Gfällach.10958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
Glonn.96770	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0,4	0	0,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,6	0	0	11,2	2	0	2	0	2,8	0	2	0	0	0	0
Glonn.96770	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,8	0	0	0	0	0	0	0	0	0	0	0	8,4	0	0	0	0	2	0	4	0	0	0	0
Glonn.105574	4,166666667	0	40,33333333	3	0	0	0	0	0	0	0	0	0	0	1	1,500000001	0	0,166666667	3,833333334	0	0	0	0	0	0	0	0	0,5	0,666666666	0	0	0	0	1,833333334	0	0	0	1,666666667	5,5	0	0	34,33333334	0	0	0	0	0,333333334	0,333333333	0	0,166666667	0	0	0,166666667	0	0	0
Glonn.105574	1,333333333	0	27,83333334	0,666666667	0	0	0	0	0	0	0	0	1,166666667	1,166666667	1	2,166666667	0	0,166666667	4,833333334	0	0	0	0	0	0	0	0	0,166666667	0,166666667	0	0	0	0	1,333333334	0	0	0	0,666666667	0,333333333	0	0	16,16666667	0	0	0	0	0	0,166666667	0	0,666666667	0	0	0,166666667	0	0	0
Glonn.105574	1,7	0	16,3	0,2	0	0	0	0	0	0	0	0	0,2	0,2	0,9	0,1	0	0	1,8	0	0	0	0	0	0	0	0	0,2	0,3	0,1	0	0	0	0,6	0	0	0	0	2	0	0	15,3	0	0	0	0	0	0,2	0	0,3	0	0	0,1	0	0	0
Glonn.105582	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	27	0	0	1	0	0	1	0	4	0	0	0	0	0	0
Glonn.105582	0,666666667	0	0	4,666666666	0	0	0	0	0	85,33333334	85,33333334	0	0	0	0	0,666666667	0	25,33333333	108	0	0	0	0	0	0	0	0	0	9,333333334	0	0	0	0	2,666666667	0	0	0	291,3333333	0	0	0	163	0	0	0,666666667	0	0	0	0	22	0	0	0,666666667	0	0	0
Glonn.105682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,4	0,4	0	0	0	0	0	0	0	0	0	0	45,2	0	0	0	0	0	0	3	0	0	0	0
Glonn.105682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7,777777778	0	0	0	0	0	0	0	0	0	0	0	11,48148148	0	0	0	0	0	0	4	0	0	0	0
Glött.103358	0	0	89	2	0	0	0	0	0	0	0	0	0	0	0	4,5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	22,5	0	0	2	0	0	0	0	8,5	0	0	0	0	0	0
Glött.103358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,5	0	0	0	0	0	0	0	1	0	0	1,5	0	0	0	0	28,5	0	0	0	0	0	0
Glött.103358	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,5	0	0	0	0	1	0	0	3	0	0	2	0	0	0	0	20,5	0	0	0	0	0	0
Goldach.105528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,333333334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,666666667	0	3	0	0	0	0
Goldach.105528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,8	0	1	0	0	0	0
Gollach.21798	0	0	0	1,5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	10,5	0	0	0	0	0	0	0	0	0	0,5	0	0	0	0	0,5	0	0	0	10	0,5	0	0	24,5	0	0	0	0	0	0	0	26,5	0	0	0	0	0	0
Gröbenbach.109266	0	0	0	0,5	0	0	0	0	0	0	0	0	0	0	0	0,5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,5	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0,5	0	0	0	0	0	0
Große Laber.10428	0	0	0	0	0	0	3,125	0	0	0	0	0	0	0	0	0	0	40,625	1,25	0	0	0	0	0	0	0	0	0	0	0,3125	0	0	0	0	0	0	0	0,3125	0	0	0	0	0	0	16,25	0	0	0	0	0	0	0	0	0	0	0
Große Laber.10428	0	0	0	0	0	0	1,333333334	0	0	0	0	0	0	0	0	0	0	49,33333333	2,666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,333333333	0	0	0	0	0	0	14,33333333	0	0	0	0	0	0	0	0	0	0	0
Große Ohe.11801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25,18518519	0	0	0	0	0	0	0	0	0	0	0
Große Ohe.11801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23,79310345	0	0	0	0	0	0	0	0	0	0	0
Große Vils.11557	1,4	4	42,4	0,8	0	0	1	9	0,2	0	0	0	2,2	2,2	1,8	1,8	0	0	18,8	0	0	0	0	0	0	0	0	0	0	0,2	0	0	0	0	0	0	0	0	4	0	0	7,2	0	0	0,2	0	0,2	0	0	5,8	0	0	0,6	0	0	0
Große Vils.11557	6	2,4	327,6	0,4	0	0	5,4	8,2	0,2	0	0	0	2,4	2,4	2,6	4,2	0	0	63	0	0	0	0	0	0	0	0	0	0,4	0,6	0	0	0	0	0	0	0	0	30,4	0	0	44,8	0	0	0	0	1,2	0	0	7	0	0	0,2	0	0	0
Große Vils.105585	0	45,45454545	31,81818182	2,272727273	0	0	9,090909091	9,090909091	0	0	0	0	22,72727273	22,72727273	0	7,727272727	0	0	38,63636364	0	0	0	0	0	0	0	0	0	37,72727273	16,81818182	0	0	0	1,363636364	0	0	0	0	0	0	0	6,363636364	0	0	9,545454545	0	0	0	0	46,36363636	0	0	0	0	0	0
Große Vils Velden.105526	0,714285714	0	9	1,714285714	0	0	0,142857143	0,285714286	0	0	0	0	1	1	0,571428571	0,285714286	0	0,714285714	11,71428571	0	0	0	0	0	0	0	0	0	1,428571429	0	0	0	0,142857143	0	0	0	0	0,285714286	0,142857143	0	0	16,57142857	0	0	0,142857143	0	0	0	0	2,142857143	0	0	0,285714286	0	0	0
Großer Regen.8136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0,25	0	0	0	0	0	0	0	0	0	0
Großer Regen.8136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47,75	0	0	0	0	0	0	0	0	0	0	0
Gruberbach.8584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52,8	0	0	0	0	0	0	0	0	0	0	0
Gruberbach.8584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0
Gründleinsbach.16102	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2,666666666	0	0	0	0	0	0	0	0	0	0	16	0	0	0,333333333	0,999999999	0	0	0	0	0	0	0	0,333333333	0	0	0,999999999	0	0	0	0	0	0	0	0	0	0	0
Gründleinsbach.16102	0	0	0	0,333333333	0	0	1,666666666	0	0	0	0	0	0	0	0	0,666666666	0	0	1,333333333	0	0	0	0	0	0	0	0	0	0	13,33333333	0	0	0	0,333333333	0	0	0	1	0	0	0	0,333333333	0	0	0,333333333	0	0	0	0	0	0	0	0	0	0	0
Günz.105833	5,333333333	0,666666667	28,66666667	22,33333333	0	0	0	2,333333332	0	0	0	0	3,000000001	3,000000001	0,666666667	0	0	0	22,66666667	0	0	0	0	0	0	0	0	0	0,666666666	0,333333333	0	0	2	1,666666666	0	0	0	0	0	0	0	62,99999999	0	0	0	0	0	0	0	16	0	0	1,666666667	0	0	0
Günz.105833	2,333333333	1	57	1,333333333	0	0	0	4,333333333	1	0	0	0	1	1	0	0,333333333	0	0	3	0	0	0	0	0	0	0	0	0	3,666666666	0	0	0	0	0,666666667	0	0	0	0	0	0	0	84,66666667	0	0	1,666666667	0	0	0	0	9	0	0	1,333333333	0	0	0
Haidenaab.5492	1,304347826	0	0	0	0	0	0,434782609	0	0	0	0	0	0	0	0	0,869565217	0	0	12,60869565	0	0	0	0	0	0	0	0	0	3,043478261	0,434782609	0	0	0	8,695652174	0	0	0	0	0	0	0	4,782608696	0	0	0	0	0	0	0	4,347826087	0	4	0	0	0	0
Haidenaab.5492	0,434782609	0	0	0	0	0	0,434782609	0	0	0	0	0	0	0	0	1,739130435	0	0	6,956521739	0	0	0	0	0	0	0	0	0	0	0,869565218	0	0	0	2,608695652	0	0	0	0	0	0	0	6,956521739	0	0	0,434782609	0	0	0	0	0,434782609	0	12	2,608695652	0	0	0
Haidenaab.5492	0,277777778	0	0	0	0	0	0,277777778	0	0	0	0	0	0	0	0	0,277777778	0	0	42,77777778	0	0	0	0	0	0	0	0	0	0,277777778	1,111111111	0	0	0	1,944444444	0	0	0	0	0	0	0	0,555555556	0	0	0	0	0	0,277777778	0	43,33333333	0	0,555555556	0,555555556	0	0	0
Haidenaab.5889	1,166666667	0	17,66666667	0,666666667	0	0	0,666666667	1,666666667	0,166666667	0	0	0	1,666666667	1,666666667	0	1,333333334	0	0	13,5	0	0	0	0	0	0	0	0	0	6,666666667	0,833333333	0	0	0	14,66666667	0	0	0	0	0	0	0	30	0	0	0,166666667	0	0	0	0	8,666666667	0	2	0	0	0	0
Haidenaab.5889	0,666666667	0	0,333333334	0,333333334	0	0	0	0,5	0,5	0	0	0	2	2	0	2,333333334	0	0	6,5	0	0	0	0	0	0	0	0	0	2	0,166666667	0	0	0	4	0	0	0	0	0	0	0	26,33333334	0	0	0	0,166666667	0,333333334	0	0	3,833333334	0	0	0	0	0	0
Haidenaab.5889	0	0	2,833333333	0,333333334	0	0	0	1,166666667	0	0	0	0	1,833333334	1,833333334	0,166666667	0,333333334	0	0	4,500000001	0	0	0	0	0	0	0	0	0	1,333333334	0,166666667	0	0	0	9,833333333	0	0	0	0	0	0	0	6,833333334	0	0	0	0	0	0	0	4,500000001	0	0	0	0	0	0
Haidenaab.5889	0	0	5,166666666	0	0	0	1,5	2	0	0	0	0	0,5	0,5	0	1,666666667	0	0	19,33333333	0	0	0	0	0	0	0	0	0	1,499999999	2	0	0	0	13,16666667	0	0	0	0	0	0	0	37,16666667	0	0	0	0	0,333333333	0	0	11,5	0	0	0	0	0	0
Haidenaab.5889	0,888888889	0	54,22222222	0,444444444	0	0	1,111111111	3,777777778	0	0	0	0	4	4	0,222222222	3,555555556	0	0	106,8888889	0	0	0	0	0	0	0	0	0	5,111111111	0,444444444	0	0	0	11,11111111	0	0	0	0	0	0	0	97,77777778	0	0	0	0	0	0	0	24,22222222	0	0	0,666666667	0	0	0
Halblech.105491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,5	0	0,5	0	0	0	0	0	0	0	0	0	30,5	0	0	0	0	0	0	0	0	0	0	0
Halblech.105491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
Halblech.114479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0,5	0	0	0	0	0	0	0	0	0	0
Halblech.114479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	0	0	0	0
Hasel.7469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,333333333	0	0	17,66666666	1,333333333	0	0	0	0	0	0	0	0	0	0,666666667	0	0	0	0	0	0	0	0	4,333333333	0	0	0	0	0	0	0	0	0	0	0	0,333333333	0	0	0	0	0	0
Hasel.7469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	2	0	0	0	0	0	0	0	0	0	0,333333333	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	1,666666666	0	0	1	0	0	0
Hasel.105892	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	4,5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0
Hauptkanal.96528	0	0	15	0	0	0	39	0	1	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
Hauptkanal.96528	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	16	38	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
Hausener Mühlbach.19548	0	0	0	0	0	0	4,5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24,5	0	0	0	0	0	0	0	0	0	0	0
Hausener Mühlbach.19548	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1,5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33,5	0	0	0	0	0	0	0	0	0	0	0
Hengersberger Ohe.11492	11,52173913	0	26,08695652	3,043478261	0	0	0,217391304	0	0,869565218	0	0	0	0	0	0	1,304347826	0	0	3,260869565	0	0	0	0	0	0	0	0	4,347826087	4,347826087	3,260869565	0	0	0	10,86956522	0	0	0	0	0	0	0	20,65217391	0	0	0	0	0	0	0	5,869565217	0	0	0	14,56521739	0	0
Hengersberger Ohe.11492	114,3478261	0	42,60869564	3,913043478	0,217391304	0	0,434782609	0	0	0	0	0	0	0	0	1,739130435	0	0	2,391304348	0	0	0	0	0	0	0	0	4,782608696	23,69565217	2,391304347	0	0	0	67,60869565	0	0	0	0	0	0	0	54,7826087	0	0	0,869565217	0	0,217391304	0	0	4,565217391	0	0	0	0,217391304	0	0
Hengersberger Ohe.11492	0,217391304	0	11,08695652	0,652173913	0	0	0	0	0	0	0	0	0	0	0	0,652173913	0	0	2,173913043	0	0	0	0	0	0	0	0	2,608695653	8,913043478	0	0	0	0	2,391304348	0	0	0,217391304	0	0	0	0	1,086956521	0	0	0,217391304	0	0	0	0	2,173913044	0	0	0,652173913	0	0	0
Hengersberger Ohe.11492	36,14285714	0	82,28571429	0,428571429	0	0	0	0	0	0	0	0	0	0	0	1,571428571	0	0	0,285714286	0	0	0	0	0	0	0	0	2,857142857	6	0	0	0	0	10,85714286	0	0	0	0	0,571428571	0	0	24,85714286	0	0	0	0	0	0,142857143	0	1,857142857	0	0	0	0,142857143	0	0
Hengersberger Ohe.111092	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	4,5	0	0	0	0	0	0
Hengersberger Ohe.111092	0	17,5	0	0	0	0	25,5	0	0	0	0	0	0	0	0	0	0	0	120,5	0	0	0	0	0	0	0	0	0	21,5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91,5	0	0	0	0	9,5	0	0	0	0	0	0
Hengersberger Ohe.111092	0	16,8	0	0	0	0	25,8	0	0	0	0	0	0	0	0	0	0	0	43,8	0	0	0	0	0	0	0	0	0	4,6	0,6	0	0	0	0	0	0	0	0,8	0	0	0	0	0	0	29,4	0	0	0	0	7,2	0	0,4	0	0	0	0
Högenbach.17337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hösbach.123503	0	0	0	0	0	0	58,5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0
Hösbach.123503	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48,5	0	0	0	0	0	0	0	0	0	0	0
Hutgraben.17632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Illach.2997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,5	0	0	0	0	0	0	0	0	0	0	0	77,5	0	0	0	0	1	0	1	0	0	0	0
Illach.2997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,5	0	0	84	0	0	0	0	0	0	0	0	0	0	0
Iller.2290	0	0	0	0	0	0	0	0,066666667	0	0	0	0	0	0	0	0,066666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iller.2290	0	0	0	0	0	0	0	0,2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,733333334	0	0	0	0	0	0	0	0	0	0	0	0,066666667	0	0	0	0	0,133333334	0	0	0	0	0	0
Iller.2292	0	0,1	0	0	0	0	14,1	1,4	0	0	0	0	0	0	0,1	0	0	0,1	0	0	0	0	0	0	0	0	0	0	7,5	0	0	0	0,5	2	0	0	0	0	0	0	0	0,1	0	0	0,2	0	0	0	0	40,3	0	0,7	0	0	0	0
Iller.2322	0,090909091	1,090909091	1,727272727	0,090909091	0	0	0,272727273	16,45454545	0	0	0	0	0,181818182	0,181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3,454545454	0	0	0	0,181818182	0	0,727272727	0	0	0	0	0	0	0,727272727	0	0	0,181818182	0	0	0	0	4,181818181	0	2,090909091	0	0	0	0
Iller.2322	0	23,63636363	0	0,909090909	0	0	0,636363636	8,363636364	0	0	0	0	0	0	0	0,090909091	0	0	0,181818182	0	0	0	0	0	0	0	0	0	2,090909092	0	0	0	0,181818182	0,181818182	8,272727273	0	0	0	0	0	0	0	0	0	0,272727273	0	0	0	0	6,181818182	0	2	0	0	0	0
Iller.2322	0	6,490566038	0,301886792	0,981132075	0	0	4,377358491	10,71698113	0	0	0	0	0	0	0	0,37735849	0	0	0,226415094	0	0	0	0	0	0	0	0	0	0,830188679	0	0	0	0,905660377	0,37735849	0,981132075	0	0	0	0	0	0	0	0	0	2,113207547	0	0	0	0	1,886792453	0	2	0	0	0	0
Iller.2322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iller.2322	0	16,6	0,2	1,2	0	0	0,4	19,1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1	0	0	0	0,3	0,2	3,4	0	0	0	0	0	0	0,1	0	0	0,8	0	0	0	0	4,6	0	6,1	0	0	0	0
Iller.2326	0	0	0	0,8	0	0	0	0,8	0	0	0	0	0,2	0,2	0	0	0	0	4,4	0	0	0	0	0	0	0	0	0	0	0,6	0	0	0	0,4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10,2	0	0	0	0	0	0
Iller.2326	0	29,6	0	0	0	0	0	0	0	0	0	0	0,2	0,2	0	1,2	0	0,4	0,2	0	0	0	0	0	0	0	0	0	2,6	0	0	0	0,6	1	0	0	0	0	0	0	0	9,4	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Iller.2326	0	1	0,2	0	0	0	0,4	2,2	0	0	0	0	0,4	0,4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3,6	0	0	0	0,8	1,6	3,2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11,4	0	0	0	0	0	0
Iller.2326	0	1,8	0	0,2	0	0	0,2	2,6	0	0	0	0	0	0	0	1,8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0,8	0	0	0	0	0	0	0	0	0	0,6	0	0	0	0	7,4	0	0	0	0	0	0
Iller.2326	0	1,4	0	0	0	0	0,6	3,4	0	0	0	0	0,2	0,2	0	0,2	0	1,8	0,4	0	0	0	0	0	0	0	0	0	0	0	0	0	0,4	0,2	6,8	0	0	0	0	0	0	0,2	0	0	0,2	0,2	0	0	0	4,4	0	0	0	0	0	0
Iller.2333	0	0,444444444	0	0	0	0	155,5555555	1,333333333	0	0	0	0	1,111111111	1,111111111	0	0	0	22,22222222	0,888888888	0	0	0	0	0	0	0	0	0	0	0	0	0	7,111111111	0	333,3333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14,44444444	0	1	0	0	0	0
Iller.105733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,333333333	0	0	0	0	0	0	0	0	0	0	0	1,333333333	0	0	0	0	0	0	4	0	0	0	0
Iller.105827	0	0	0	0	0	0	41,66666667	0	0	0	0	0	1,333333333	1,333333333	0	0	0	0,833333333	6,333333334	0	0	0	0	0	0	0	0	0	0	0	0	0	0,166666667	0	0	0	0	0	0	0	0	0	0	0	0,666666667	0	0	0	0	2,333333333	0	2	0	0	0	0
